"id", "threadRef", "airportRef", "airportIdent", "date", "memberNickname", "subject", "body"
17811,15473,5689,"RPLL","2013-05-03 00:09:42",,"immigration inconsedirate officer","grabe nga ngaun s immigration s NAIA nkkatrauma... ndi biro ang ngagastos ng mga nag aapply abroad tpos kung ireject ng mga immigaration officer ganun ganun lng.. hoy Mr. ganies bka suhol lng kelangan mo..grabe k eh.. sna lng ndi s kamag anak nyo mangyari toh.."
17810,15472,5534,"RJAM","2013-05-02 22:29:39",,"I used to fly Coast Guard resupply flights into this island","It is a really pretty island with super clear blue water."
17808,15451,299082,"IN-0065","2013-05-02 12:34:31",,"re: amravati airport..","when the hell the airport in amravati city will be developed"
17807,15470,26453,"VANP","2013-05-02 10:47:11",,"Flight","This airport even handles one international airline,maybe to Sharjah."
17806,15469,26453,"VANP","2013-05-02 10:44:51",,"Nice","It is not so big,well-equipped nor does it have any international or 5 star facilities like Mumbai airport,but still it is nice."
17805,15468,26534,"VGHS","2013-05-02 07:26:17","Anuj","Sweet Shop","The sweet shop in the terminal is great. The bengali sweets they have are the best I've ever tasted."
17803,15451,299082,"IN-0065","2013-05-02 02:08:14",,"re: amravati airport..","who will develop amravti airport and when will it get developed for domestic operation as maharastra government has already approved the development of Amravati airport in feb2009 till now other than the land acquisition nothing has been done when will the development of amrvati airport will be completed."
17802,15466,26434,"VABB","2013-05-02 01:44:07",,"Modernization of CSIA","The airport is being modernized by new ATC tower,expansion of terminals,international 5-star lounges,swimming pool,metro rail service etc.After all these things are complete(by August 2013),then Mumbai airport can easily compete with other famous airports in the world."
17801,15465,26455,"VAPO","2013-05-02 01:23:33",,"Not so big airport","Maximum 5 to 6 planes can be landed on Pune airport runway everyday.It is a very small airport.Any international traveler from Pune needs to go to Mumbai airport,as Pune airport handles only some domestic flights."
17800,15464,18303,"K00F","2013-05-01 23:17:38",,"Broadus has had an NDB for years!","The NDB is ""Broadus"", BDX 335 kHz. L/L is N 45 26 09 x W 105 24 40"
17799,15463,19730,"KEFC","2013-05-01 23:13:18",,"EFC 269 beacon off air","This airports Non-Directional Beacon has been off air since Nov 2006."
17797,15461,4347,"LIMP","2013-05-01 16:22:51",,"LIMP APPROACH frequency","actual APP frequency is 127.575 (the frequency 126.55 is no more in use)"
17795,15451,299082,"IN-0065","2013-05-01 11:17:50",,"re: amravati airport..","when the hell the airport in amravati city will be ready"
17794,15459,26434,"VABB","2013-05-01 11:06:33",,"Anonymous","2nd largest airport in South Asia,and one of the world's top 10 best airports(awarded by Airports Council International)"
17793,15458,32666,"WMAZ","2013-05-01 10:03:01",,"Segamat Airport","cute little airfield, that has a lovely 9-hole golf course surrounding it. 
very nice for single-engine aircrafts to land and enjoy the surrounding.

Friend of mine flies in there, with me from Senai, and we do a round of golf and head back - lovely weekend activity."
17791,15451,299082,"IN-0065","2013-04-30 22:51:02",,"re: amravati airport..","when when will be the airport in amravati city will be developed"
17789,15451,299082,"IN-0065","2013-04-30 11:36:44",,"re: amravati airport..","when the hell the airport in Amravati city will be completed or developed."
17788,15451,299082,"IN-0065","2013-04-30 11:31:34",,"re: amravati airport..","when the hell the airport in Amravati city will be developed what the hell this ruling government is doing."
17787,15455,5689,"RPLL","2013-04-30 09:00:30",,"Wf they want","My fiancée ticket was almost five time was ofloaded by this stupid immigration officer , she have an Indian visa and the spencer letter even she is holding a return ticket also ! But till I'm not getting proper information from this people ! This they call democracy ? I want to file case against this immigration anyone advice me how to proceed ! I believe I'm the one is last victim! If they want a money ask us ! So many Pinoy girls been to overseas without proper document and legal paper ! Why they bordening us !"
17786,15451,299082,"IN-0065","2013-04-29 22:46:00",,"re: amravati airport..","when the hell the airport in Amravati city will be developed."
17785,15454,299082,"IN-0065","2013-04-29 22:44:38",,"re: amravati airport..","when the hell the airport in Amravati city will be developed"
17784,15451,299082,"IN-0065","2013-04-29 22:44:10",,"re: amravati airport..","the government is very slow on the development of Amravati airport."
17783,15453,4195,"LFQE","2013-04-29 19:30:35",,"I was stationed there","When Chambley AB was closed I was transfered to Etain. At that time it was the 388th TFW but became the 49th TFW. I served in Field mainteance, Engine Buildup as a SSGT. Left in 1959 when the base closed for the first time. W.R. Gardiner"
17781,15451,299082,"IN-0065","2013-04-29 06:28:34",,"re: amravati airport..","when the hell this ruling and idiots government will develop Amravati airport why they are escalating the price of the airport due to delay in providing the funds and getting the work done quickly this delay will cause problems for the development of maharastra and vidharbha."
17780,15443,299082,"IN-0065","2013-04-29 06:26:45",,"re: amravati airport..","what the hell is the congress and ncp joint government is doing they are failing in each and every thing no development of industries in vidhrbha no development of airport in Amravati regional headquarter of amravati region."
17779,15450,27219,"ZSJN","2013-04-29 03:25:23",,"nearest international airport","china"
17778,15026,5687,"RPLC","2013-04-29 00:17:04",,"re: DMIA","hello..what is CFO and where can we get that?and where marquee mall also are we going?please help us.."
17777,15449,29707,"YBHL","2013-04-29 00:07:47","veridian5","Bindoon","S31° 20' E116° 11' 
960ft (23)
Frequencies
Airfield VHF:?? 
Area: 120.7 
AVFAX code: nil ARFOR: 60

Runways
Runway: 09/27 Length: 1000 metres gravel

Comments
IMPORTANT NOTE: - 
THE BINDOON AIRFIELD IS INSIDE MILITARY AIRSPACE AND IS IN A PRIMARY CONTROL ZONE DOWN TO 0 ft. 

It is expressly forbidden to fly-in unless it has been determined that the Restricted Airspace (R155, R132A, R132B, R132C, R129, R153C,R153D) is deactivated, or the club has obtained a valid clearance to operate. 
To confirm a clearance to operate is in effect, telephone the Approach Supervisor on (08) 9571 7114 (Mon - Fri), or Pearce Tower (weekends) on (08) 9571 7222. If unattended, the phone diverts to the RAAF Base Switchboard, where the operator will confirm the tower and the airspace is deactivated, or alternatively, obtain current NOTAM information using NAIPS, AvFax etc
Under no circumstances are aircraft to fly within 1 km of the Catholic Agricultural College buildings.
This by agreement with the College Management and overrides the CAO's.

Fuel
Unknown

Operator
President: Ian Beadle 
Secretary / treasurer: Tom Coles
Committee members:
John Mckone, Ian Beadle, Cyril Smith"
17776,15448,3303,"VAJL","2013-04-28 13:18:08",,"Hallo All","Don't believe on the politicians. They just promise for their own Marketing for politics. Best Example is Pratibha Patil. She is from Jalgaon itself but she didn't do anything for Jalgaon, so forget about Jalgaon Airport. I don't understand why such people come in politics if they don't know anything. Everything goes on corruption..........forget about Jalgaon Airport. That was a joke that Pratibha was a president."
17775,15447,3303,"VAJL","2013-04-28 13:13:11",,"HI","Hi"
17772,15444,26559,"VIHR","2013-04-28 03:22:33",,"great","air port"
17771,15443,299082,"IN-0065","2013-04-28 02:31:47",,"re: amravati airport..","when the hell the airport in Amravati city  will be developed."
17770,15435,299082,"IN-0065","2013-04-28 02:30:41",,"re: re: re: amravati airport..","vote for bjp for the development of marathwada, vidharbha i.e Amravati and Nagpur region."
17769,15435,299082,"IN-0065","2013-04-28 01:41:07",,"re: re: re: amravati airport..","when the hell the airport in amravati city will be completed"
17766,15440,3303,"VAJL","2013-04-27 15:17:31",,"when are start Jalgaon Air port","i will request of state government and Jalgaon deistic political leader please start now Jalgaon Domestic Air port."
17765,15439,26565,"VIJU","2013-04-27 06:42:24",,"jammu airport","its not a beautiful airport but still a airport"
17763,15437,26518,"VEPU","2013-04-27 05:12:45",,"purnia Airport","Hello .

pl start Purina airport on urgent basic ."
17762,15436,26444,"VOGO","2013-04-27 02:01:02","Anuj","ICAO Code","Its VOGO. Not VAGO."
17761,15435,299082,"IN-0065","2013-04-26 23:10:27",,"re: re: re: amravati airport..","when the hell the airport in Amravati city will be developed now the news papers like lokmat and others have published the information that government has not provided any funds for the development of amravti airport that's why it's in pending state.we want separate vidhrbha along with the separate telangana as declaired by bjp vote for bjp vote for vidharbha's development."
17760,15434,298432,"AU-0050","2013-04-26 22:08:57",,"Huntfield","Ideally placed for a flight along the coast
but the strip is sand/ grass and rough in parts
taking off fully loaded over the suburbs is an experience"
17759,15433,25602,"WA05","2013-04-26 19:12:31",,"Cool little airport","I flew in here when I was visiting a relative in Kingston (about 15-20 min drive) on 4/24/13.  Not the easiest to spot from the air as its surrounded by trees, but its a cool little airport.  You can't see both ends of the runway when on the ground - the middle of the runway is at the apex of a hill, hence the name.  When on final and right after takeoff you're still below the trees, so its kind of cool actually.  Its not clear where you're SUPPOSED to park, but I parked down the hill on the East side of the field on the grass and that seemed to be OK.

All in all its a beautiful area."
17758,15432,26632,"VQPR","2013-04-26 15:05:21",,"very closs bhutan bangladesh and nepal airport","saidpur to bhadrapur(nepal) 125k:m: and saidpur to paro (bhutan)190 k:m:. but thakurgaon airport is very very important place. thakurgaon to nepal (bhadrapur) distance 70k:m: and thakurgaon to (bhutan)180k:m:only.so very cheap rate to nice journey."
17757,15431,26514,"VEMZ","2013-04-26 15:02:46",,"Air port at muzaffarpr","Govt is to make a good bus stand in bihar then think of another air port."
17756,15430,26531,"VGSD","2013-04-26 14:17:01",,"very importent place thakurgaon airport","saidpur airport to paro(bhutan) 190 k:m: and (bhadrapur)nepal 12o k:m: distance . but thakurgaon airport to paro(bhutan) 181 k:m: and (bhadrapur)nepal 69 k:m: distance only. so very importent place thakurgaon airport"
17755,15429,26531,"VGSD","2013-04-26 14:11:58",,"very importent place thakurgaon airport","saidpur airport to paro(bhutan) 90 k:m: and (bhadrapur)nepal 12o k:m: distance . but thakurgaon airport to paro(bhutan) 81 k:m: and (bhadrapur)nepal 69 k:m: distance only. so very importent place thakurgaon airport"
17754,15428,5974,"SBSP","2013-04-25 23:37:12","HighTech","re: Aproximação","Sem dúvida alguma, este comentário é meu, mas agora sou usuário do site também."
17753,15428,5974,"SBSP","2013-04-25 23:28:11",,"Aproximação","A Aproximação pela 17R é emocionante e bem desafiadora."
17752,15427,4226,"LFSB","2013-04-25 10:02:02",,"Info frq","changed to 130.900 (was 121.250)"
17751,15203,31055,"FAOR","2013-04-25 05:52:33",,"re: FAOR is now the designator for the largest airport in So","Reply to @ptomblin: Not an answer to your question but some 'trivia' - On Lufthansa's Airbus 380 between Or Tambo and Frankfurt they consistently show the departure airport (Johannesburg) as Olifants River Bridge on their in flight maps !!!"
